Wall time,Step,Value
1532974756.332027,392,0.7325042486190796
1532974756.493798,393,0.732620120048523
1532974756.610596,394,0.7327354550361633
1532974756.72509,395,0.7328503131866455
1532974756.84034,396,0.7329647541046143
1532974757.075685,398,0.7331920862197876
1532974757.190697,399,0.7333049774169922
1532974757.308051,400,0.7334174513816833
1532974757.433704,401,0.7335294485092163
1532974757.559022,402,0.7336409687995911
1532974757.679805,403,0.7337520718574524
1532974757.792988,404,0.7338626384735107
1532974757.910833,405,0.7339727878570557
1532974758.072181,406,0.7340825200080872
1532974758.189605,407,0.7341917753219604
1532974758.313219,408,0.7343005537986755
1532974759.077042,409,0.7357083559036255
1532974759.378658,411,0.7352461218833923
1532974759.513318,412,0.7351384162902832
1532974759.647274,413,0.7352727651596069
1532974759.782324,414,0.7352503538131714
1532974759.919113,415,0.7353838682174683
1532974760.090687,416,0.7354570627212524
1532974760.271035,417,0.7359464168548584
1532974760.434843,418,0.7362549304962158
1532974760.595345,419,0.7368572354316711
1532974760.734135,420,0.7373380661010742
1532974760.869593,421,0.7379922866821289
1532974761.054243,422,0.7384085059165955
1532974761.177709,423,0.7389973402023315
1532974761.306197,424,0.7394664287567139
1532974761.447251,425,0.7399554252624512
1532974761.601179,426,0.7406150102615356
1532974761.761494,427,0.7413057088851929
1532974761.891629,428,0.7420496940612793
1532974762.017757,429,0.7427893877029419
1532974762.153013,430,0.7433757185935974
1532974762.28482,431,0.7440154552459717
1532974762.418593,432,0.7446861267089844
1532974762.551993,433,0.7451923489570618
1532974762.687236,434,0.7458773851394653
1532974762.877001,435,0.7465022206306458
1532974763.015426,436,0.7471449971199036
1532974763.153932,437,0.7478526830673218
1532974763.29468,438,0.7485221028327942
1532974763.435521,439,0.7492218613624573
1532974763.575079,440,0.7497937679290771
1532974763.71296,441,0.7504515647888184
1532974763.999552,443,0.7517902255058289
1532974764.131902,444,0.7523688673973083
1532974764.261259,445,0.7530118823051453
1532974764.397285,446,0.7536512613296509
1532974764.527904,447,0.7542194128036499
1532974764.655652,448,0.7548854351043701
1532974764.791422,449,0.7555477023124695
1532974764.934461,450,0.7561189532279968
1532974765.127257,451,0.7567405700683594
1532974765.260543,452,0.7573589086532593
1532974765.395995,453,0.7579537630081177
1532974765.526614,454,0.7585318088531494
1532974765.663545,455,0.759139895439148
1532974765.80385,456,0.7597779035568237
1532974765.942126,457,0.7604123950004578
1532974766.08036,458,0.7609772682189941
1532974766.215943,459,0.7615389227867126
1532974766.345945,460,0.7621111869812012
1532974766.524353,461,0.7626667022705078
1532974766.760617,462,0.7631480693817139
1532974766.982953,463,0.7637633085250854
1532974767.276539,464,0.7643097043037415
1532974767.441274,465,0.7649185657501221
1532974767.602828,466,0.7654916048049927
1532974767.791377,467,0.7659589052200317
1532974768.045177,468,0.7665585875511169
1532974768.28245,469,0.7671551704406738
1532974768.408637,470,0.7675644159317017
1532974768.535821,471,0.7676445245742798
1532974768.653754,472,0.7677243947982788
1532974768.896828,474,0.7678832411766052
1532974769.017411,475,0.7679622769355774
1532974769.132682,476,0.7680410742759705
1532974769.245152,477,0.7681195735931396
1532974769.367994,478,0.7681657671928406
1532974769.486358,479,0.7682117819786072
1532974769.759973,481,0.7683671116828918
1532974769.878816,482,0.7684443593025208
1532974769.993507,483,0.7685213088989258
1532974770.115967,484,0.7685980796813965
1532974770.23277,485,0.7686744928359985
1532974770.350341,486,0.7687506675720215
1532974770.605687,487,0.7688266634941101
1532974770.73459,488,0.7689023613929749
1532974770.846276,489,0.7689777612686157
1532974770.959202,490,0.7690529227256775
1532974771.214662,492,0.769202470779419
1532974771.403012,493,0.7692769169807434
1532974771.522444,494,0.7693510055541992
1532974771.638024,495,0.7694249749183655
1532974771.753679,496,0.7694985866546631
1532974771.868295,497,0.7695720791816711
1532974771.990957,498,0.7696452140808105
1532974772.124535,499,0.7697181701660156
1532974772.379594,500,0.7697908282279968
1532974772.626114,501,0.7698633074760437
1532974772.833331,502,0.7699354887008667
1532974773.052879,503,0.7700074911117554
1532974773.703461,506,0.7702218890190125
1532974773.91091,507,0.7702929377555847
1532974774.104783,508,0.7703637480735779
1532974774.311919,509,0.7704343199729919
1532974774.481894,510,0.7705045938491821
1532974775.450005,511,0.774222195148468
1532974775.65059,512,0.7743339538574219
1532974775.81944,513,0.7744451761245728
1532974775.962849,514,0.774556040763855
1532974776.114488,515,0.7747147679328918
1532974776.298369,516,0.7748246192932129
1532974776.496414,517,0.7751743793487549
1532974776.658282,518,0.7755703330039978
1532974776.829873,519,0.7760122418403625
1532974776.980519,520,0.7762612104415894
1532974777.112751,521,0.7766993045806885
1532974777.314935,522,0.7770403623580933
1532974777.48109,523,0.7774745225906372
1532974777.641404,524,0.7777177095413208
1532974777.788323,525,0.7781952619552612
1532974777.933301,526,0.7786235809326172
1532974778.087593,527,0.7790497541427612
1532974778.225652,528,0.7795674204826355
1532974778.357616,529,0.780082643032074
1532974778.487952,530,0.7805671691894531
1532974778.615354,531,0.78103107213974
1532974778.755135,532,0.7815389633178711
1532974778.905193,533,0.7820446491241455
1532974779.043404,534,0.782501757144928
1532974779.179067,535,0.7829467058181763
1532974779.311032,536,0.7834453582763672
1532974779.458038,537,0.7839416861534119
1532974779.653678,538,0.7844077348709106
1532974779.788226,539,0.7848994135856628
1532974779.918726,540,0.7853888273239136
1532974780.052253,541,0.7858759164810181
1532974780.202566,542,0.7863608598709106
1532974780.34,543,0.786843478679657
1532974780.471557,544,0.7872961163520813
1532974780.61484,545,0.787719190120697
1532974780.756274,546,0.7881678342819214
1532974780.896688,547,0.7885867357254028
1532974781.034208,548,0.7890585064888
1532974781.162934,549,0.7894734144210815
1532974781.29573,550,0.7899410128593445
1532974781.472318,551,0.7904065251350403
1532974781.605674,552,0.7908427119255066
1532974781.743393,553,0.7913040518760681
1532974781.909051,554,0.7917360663414001
1532974782.050843,555,0.792149543762207
1532974782.188446,556,0.7926048040390015
1532974782.326309,557,0.7930310368537903
1532974782.482399,558,0.7934823036193848
1532974782.619095,559,0.7939315438270569
1532974782.75087,560,0.7943247556686401
1532974782.88273,561,0.794727087020874
1532974783.011928,562,0.7951274514198303
1532974783.155362,563,0.7955261468887329
1532974783.296113,564,0.7958801984786987
1532974783.425609,565,0.7962754368782043
1532974783.575325,566,0.7966690063476562
1532974783.772471,567,0.7970341444015503
1532974783.916617,568,0.7973976731300354
1532974784.0479,569,0.7978285551071167
1532974784.179801,570,0.7982153296470642
1532974784.320995,571,0.7986425161361694
1532974784.436658,572,0.798916220664978
1532974784.551237,573,0.7989705204963684
1532974784.665243,574,0.7990247011184692
1532974784.784562,575,0.7990787625312805
1532974784.901793,576,0.7991326451301575
1532974785.015554,577,0.7991864085197449
1532974785.130679,578,0.7992137670516968
1532974785.248718,579,0.7992672920227051
1532974785.424744,580,0.7993205189704895
1532974785.560861,581,0.7993736863136292
1532974785.688901,582,0.7994267344474792
1532974785.806464,583,0.799479603767395
1532974786.03765,585,0.7995849251747131
1532974786.153573,586,0.7996373772621155
1532974786.284543,587,0.7996896505355835
1532974786.420475,588,0.799741804599762
1532974786.551341,589,0.7997938394546509
1532974786.665529,590,0.7998456358909607
1532974786.77728,591,0.7998973727226257
1532974786.899156,592,0.7999488711357117
1532974787.052098,593,0.8000003099441528
1532974787.185979,594,0.8000516295433044
1532974787.300838,595,0.800102710723877
1532974787.463677,596,0.8001537322998047
1532974787.595064,597,0.8002045750617981
1532974787.716009,598,0.800255298614502
1532974787.837363,599,0.8003058433532715
1532974787.94633,600,0.8003562688827515
1532974788.05834,601,0.8004065752029419
1532974788.172384,602,0.8004567623138428
1532974788.293604,603,0.8005068302154541
1532974788.406617,604,0.8005566000938416
1532974788.522807,605,0.800606369972229
1532974788.639405,606,0.8006559610366821
1532974788.752079,607,0.8007054328918457
1532974788.863722,608,0.8007547855377197
1532974789.024425,609,0.8008040189743042
1532974789.134192,610,0.8008530735969543
1532974789.248985,611,0.8009019494056702
1532974789.369876,612,0.800950825214386
1532974790.060415,613,0.8026599884033203
1532974790.205165,614,0.8026151657104492
1532974790.357117,615,0.8026922941207886
1532974790.496346,616,0.8026881814002991
1532974790.629842,617,0.8028455972671509
1532974790.765848,618,0.8030023574829102
1532974790.900008,619,0.8032789826393127
1532974791.043062,620,0.8034343123435974
1532974791.196991,621,0.8037089705467224
1532974791.344782,622,0.8038628697395325
1532974791.476876,623,0.8042153120040894
1532974791.613907,624,0.8045662045478821
1532974791.969435,626,0.8052637577056885
1532974792.117936,627,0.8055472373962402
1532974792.25741,628,0.8059320449829102
1532974792.41131,629,0.8063151836395264
1532974792.602772,630,0.8066732287406921
1532974792.878386,632,0.8073066473007202
1532974793.011195,633,0.8076603412628174
1532974793.142785,634,0.8080362677574158
1532974793.302489,635,0.80841064453125
1532974793.446835,636,0.8087834715843201
1532974793.589497,637,0.8091548085212708
1532974793.766371,638,0.8094861507415771
1532974793.898199,639,0.8098546266555786
1532974794.031593,640,0.8102217316627502
1532974794.162985,641,0.8105639219284058
1532974794.292524,642,0.8108814358711243
1532974794.433528,643,0.8112442493438721
1532974794.57925,644,0.8115824460983276
1532974794.716292,645,0.8119423389434814
1532974794.848004,646,0.8122544884681702
1532974794.975478,647,0.812588632106781
1532974795.104806,648,0.8128834962844849
1532974795.23802,649,0.8132380843162537
1532974795.377827,650,0.8135537505149841
1532974795.511805,651,0.813905656337738
1532974795.641831,652,0.8142187595367432
1532974795.774115,653,0.814568042755127
1532974795.95879,654,0.8148930668830872
1532974796.090781,655,0.8151795268058777
1532974796.21921,656,0.8155019879341125
1532974796.346134,657,0.8158090710639954
1532974796.479248,658,0.8161519169807434
1532974796.614031,659,0.8164935111999512
1532974796.750038,660,0.8168338537216187
1532974796.881384,661,0.8171727657318115
1532974797.008267,662,0.8175105452537537
1532974797.137907,663,0.8178102970123291
1532974797.267238,664,0.8181455731391907
1532974797.398338,665,0.8184568881988525
1532974797.52837,666,0.8187896013259888
1532974797.707766,667,0.8191211223602295
1532974797.862106,668,0.8194150924682617
1532974798.006564,669,0.8197442293167114
1532974798.136706,670,0.8200720548629761
1532974798.268348,671,0.8203761577606201
1532974798.399305,672,0.8207017183303833
1532974798.525449,673,0.8209900259971619
1532974798.642761,674,0.8211933374404907
1532974798.770884,675,0.8212326765060425
1532974798.904753,676,0.8212720155715942
1532974799.039057,677,0.8213112354278564
1532974799.150666,678,0.8213503360748291
1532974799.263764,679,0.8213893175125122
1532974799.378602,680,0.8214282393455505
1532974799.49115,681,0.8214671611785889
1532974799.609657,682,0.8215058445930481
1532974799.77291,683,0.8215445280075073
1532974799.90393,684,0.8215830326080322
1532974800.033197,685,0.8216215372085571
1532974800.146805,686,0.8216599225997925
1532974800.262139,687,0.8216981887817383
1532974800.377642,688,0.8217363357543945
1532974800.490661,689,0.8217744827270508
1532974800.605578,690,0.8218125104904175
1532974800.725012,691,0.8218504190444946
1532974800.841577,692,0.8218882083892822
1532974800.954791,693,0.821925938129425
1532974801.069935,694,0.8219636082649231
1532974801.186719,695,0.8220010995864868
1532974801.353471,696,0.8220386505126953
1532974801.466142,697,0.8220759630203247
1532974801.581669,698,0.8221133351325989
1532974801.693284,699,0.8221505284309387
1532974801.808278,700,0.8221876621246338
1532974802.037202,702,0.8222615718841553
1532974802.151221,703,0.8222984671592712
1532974802.269228,704,0.8223352432250977
1532974802.4029,705,0.8223719596862793
1532974802.629708,706,0.8224085569381714
1532974802.744698,707,0.8224450349807739
1532974802.854813,708,0.8224815130233765
1532974802.973391,709,0.8225178718566895
1532974803.090024,710,0.8225541114807129
1532974803.202413,711,0.8225902915000916
1532974803.366082,712,0.8226264119148254
1532974803.482049,713,0.8226624131202698
1532974803.595378,714,0.8226983547210693
1532974804.280537,715,0.8257694244384766
1532974804.441898,716,0.825830340385437
1532974804.582361,717,0.8258910179138184
1532974804.71758,718,0.826055645942688
1532974804.851377,719,0.8262543678283691
1532974804.981382,720,0.8264868259429932
1532974805.127979,721,0.8267530202865601
1532974805.282713,722,0.8269838094711304
1532974805.413674,723,0.8272138833999634
1532974805.542172,724,0.8274431228637695
1532974805.720443,725,0.827739953994751
1532974805.855496,726,0.8280016183853149
1532974806.017852,727,0.828296422958374
1532974806.162331,728,0.8285222053527832
1532974806.293688,729,0.8287811279296875
1532974806.424688,730,0.8290391564369202
1532974806.557795,731,0.8293302059173584
1532974806.698629,732,0.8296201229095459
1532974806.835508,733,0.8298754096031189
1532974806.987513,734,0.8301430940628052
1532974807.130843,735,0.8303895592689514
1532974807.265227,736,0.8306553959846497
1532974807.397622,737,0.8309405446052551
1532974807.528232,738,0.8312245607376099
1532974807.659402,739,0.8315078020095825
1532974807.798757,740,0.8317566514015198
1532974807.995446,741,0.8320379853248596
1532974808.132254,742,0.8323183059692383
1532974808.272298,743,0.8325574398040771
1532974808.405552,744,0.8327957391738892
1532974808.53526,745,0.8330732583999634
